SPECIES_ID,WEIGHT_PERCENT,INCLUDE_IN_SUM,UNCERTAINTY_PERCENT,UNCERTAINTY_METHOD,ANALYTICAL_METHOD,PHASE,SPECIES_EMISSION_RATE,SPECIES_EMISSION_RATE_UNIT
292,3.54E+00,,0.2644,Standard deviation,X-Ray Fluorescence (XRF),,,
296,0.00E+00,,0.0173,Standard deviation,X-Ray Fluorescence (XRF),,,
298,6.00E-04,,0.0047,Standard deviation,X-Ray Fluorescence (XRF),,,
300,6.14E-02,,0.0395,Standard deviation,X-Ray Fluorescence (XRF),,,
328,0.0011,,0.0093,Standard deviation,X-Ray Fluorescence (XRF),,,
329,9.9069,,1.3847,Standard deviation,X-Ray Fluorescence (XRF),,,
337,1.79E-02,,0.0158,Standard deviation,Ion Chromatography (IC),,,
347,2.04E-02,,0.0021,Standard deviation,X-Ray Fluorescence (XRF),,,
379,1.26E-02,,0.0558,Standard deviation,X-Ray Fluorescence (XRF),,,
380,1.30E-02,,0.0066,Standard deviation,X-Ray Fluorescence (XRF),,,
436,4.91E+00,No,2.16E+00,Standard deviation,Thermal/Optical Reflectance,,,
468,0.00E+00,,0.0022,Standard deviation,X-Ray Fluorescence (XRF),,,
477,0.0003,,0.0039,Standard deviation,X-Ray Fluorescence (XRF),,,
487,5.00E-04,,0.0115,Standard deviation,X-Ray Fluorescence (XRF),,,
488,3.86E+00,,0.2739,Standard deviation,X-Ray Fluorescence (XRF),,,
519,1.89E-02,,0.0696,Standard deviation,X-Ray Fluorescence (XRF),,,
520,1.94E-02,,0.0161,Standard deviation,X-Ray Fluorescence (XRF),,,
526,1.09E-01,,0.0085,Standard deviation,X-Ray Fluorescence (XRF),,,
528,0.0008,,0.003,Standard deviation,X-Ray Fluorescence (XRF),,,
586,0.0012,,0.0039,Standard deviation,X-Ray Fluorescence (XRF),,,
612,7.20E-03,,0.001,Standard deviation,X-Ray Fluorescence (XRF),,,
613,0.0321,,0.0498,Standard deviation,Ion Chromatography (IC),,,
626,4.91E+00,,2.1157,Standard deviation,Thermal/Optical Reflectance,,,
649,2.40E-03,,0.0076,Standard deviation,X-Ray Fluorescence (XRF),,,
666,0.024,,0.012,Standard deviation,X-Ray Fluorescence (XRF),,,
669,1.60E+00,,0.1193,Standard deviation,X-Ray Fluorescence (XRF),,,
689,1.14E-02,,0.0011,Standard deviation,X-Ray Fluorescence (XRF),,,
693,8.00E-04,,0.0012,Standard deviation,X-Ray Fluorescence (XRF),,,
694,1.13E+01,,1.6251,Standard deviation,X-Ray Fluorescence (XRF),,,
695,1.60E-03,,0.0097,Standard deviation,X-Ray Fluorescence (XRF),,,
697,4.95E-02,,0.0083,Standard deviation,X-Ray Fluorescence (XRF),,,
699,1.27E-01,,0.1363,Standard deviation,Ion Chromatography (IC),,,
700,1.06E-01,No,0.048,Standard deviation,X-Ray Fluorescence (XRF),,,
712,8.00E-04,,0.0027,Standard deviation,X-Ray Fluorescence (XRF),,,
714,0.00E+00,,0.0155,Standard deviation,X-Ray Fluorescence (XRF),,,
715,3.72E-01,,0.0296,Standard deviation,X-Ray Fluorescence (XRF),,,
765,1.30E-03,,0.0033,Standard deviation,X-Ray Fluorescence (XRF),,,
767,2.26E-02,,0.0068,Standard deviation,X-Ray Fluorescence (XRF),,,
777,4.20E-03,,0.0013,Standard deviation,X-Ray Fluorescence (XRF),,,
778,3.55E-02,,0.0264,Standard deviation,X-Ray Fluorescence (XRF),,,
779,1.71E-02,,0.002,Standard deviation,X-Ray Fluorescence (XRF),,,
784,6.12E-02,,0.0269,Standard deviation,Automated Colorimetry,,,
789,2.25E-01,No,0.1638,Standard deviation,Thermal/Optical Reflectance,,,
790,9.41E-01,No,0.66,Standard deviation,Thermal/Optical Reflectance,,,
791,2.56E+00,No,0.9485,Standard deviation,Thermal/Optical Reflectance,,,
794,5.29E-01,No,0.3359,Standard deviation,Thermal/Optical Reflectance,,,
795,7.50E-02,,0.0174,Standard deviation,X-Ray Fluorescence (XRF),,,
796,1.70E-02,No,0.3234,Standard deviation,Thermal/Optical Reflectance,,,
797,0.00E+00,,0.4586,Standard deviation,Thermal/Optical Reflectance,,,
810,1.30E-03,,0.0008,Standard deviation,X-Ray Fluorescence (XRF),,,
1183,0,No,0.177,Standard deviation,Thermal/Optical Reflectance,,,
1190,6.49E-01,No,0.3425,Standard deviation,Thermal/Optical Reflectance,,,
2302,2.50E-01,,0.0544,Standard deviation,Atomic Absorption Spectroscopy,,,
,,,,,,,,
,,,,,,,,
,,,,,,,,
,,,,,,,,
,,,,,,,,
,,,,,,,,
,,,,,,,,
,,,,,,,,
,,,,,,,,
,,,,,,,,
,,,,,,,,
,,,,,,,,
,,,,,,,,
,,,,,,,,
,,,,,,,,
,,,,,,,,
,,,,,,,,
,,,,,,,,
,,,,,,,,
,,,,,,,,
,,,,,,,,
,,,,,,,,
,,,,,,,,
,,,,,,,,
,,,,,,,,
,,,,,,,,
,,,,,,,,
,,,,,,,,
,,,,,,,,
,,,,,,,,
,,,,,,,,
,,,,,,,,
